            lon             lat
 131.5714227485   17.7684110432
 178.8758251872  -36.4840034946
  81.0622581780  -26.2783398176
 126.7079751651  -16.1790709904
 233.2479511478  -61.6775387151
 112.1497960891  -27.5319597189
 276.0468999238  -11.7237784217
 280.8905831085   14.2985788672
 306.2832836832   14.0732534255
 341.7085417907   77.1005954379
  37.8542890324   39.2655195012
 327.1643376292  -20.7378093618
 120.7262028195  -58.2206660902
 297.0153481759   32.6409900140
 322.6844911593    2.8904476219
  14.7161457565   15.9503586281
  70.4310062418  -65.9024747898
 105.2335614664   28.6721021535
 225.3504660635   53.8523891445
  30.3413459651   22.2387306872
  51.0164780806  -42.2798170888
 185.0430620079  -28.0451129260
 247.5010755746   -4.6657570529
 307.8610843664   27.8857931918
 232.4422696188    8.4497225716
 208.8188092081   29.6223632458
 255.0080492893  -52.6138379960
  89.8613380252   52.9080082607
 323.3064509669  -33.9426581920
 158.6196938438  -18.8764941089
   6.7593042744  -19.9200752780
 344.8100247720  -21.1461947390
 234.3807187001   44.2063350487
 184.1092768722  -11.5485150708
 244.9130242155  -20.4809442743
 175.6126301155  -43.1032623598
 332.9612044310   27.3867456674
 185.0723647194   -8.1868490950
  25.3076124863   13.5976545219
 203.5133604734  -52.7571276098
 220.8805269744   10.4616632572
 338.2394320544  -37.1853549366
 148.8592659217   12.3934567250
  94.4420067953   22.6788107377
  34.2261406353   50.8040232985
 174.2517825923   23.9589757595
 166.5235814255   61.2838233581
  10.0899581303  -18.9525421969
 249.3758614289   16.3815142439
 257.5897994148   25.4513608937
 261.9110072324  -33.1859876650
 148.4099859843   38.8852802274
   4.8154579763  -39.4928180301
 326.5051463231  -29.4149956713
 283.4378639560  -19.9485661052
  58.6576459858   35.9334075930
 111.9217535965    9.0226009489
 219.3423193551   13.5736788358
 131.1283343588  -69.1313320661
  54.9844218585   67.2185719219
  63.1061904835   18.2962995698
 312.2831526858   66.8531826521
 103.9938893785  -36.5519669459
 210.0394558115    6.3330983117
 162.8482407592  -31.9489514925
 147.5034604084  -38.7886401829
 316.8571405568  -53.1240712423
 248.3948405204  -52.5360013178
 100.1775465575  -45.5744840426
  22.5908347399  -17.0123965557
  70.9716729445  -22.2665044941
 334.7278171114  -17.8226103505
 306.8856244667  -15.8881513480
 342.9839925781  -45.2020808126
  18.1648763153    3.6306078075
 208.1940777342   59.6205068741
 172.2068639587   74.8455895673
   7.2450519556  -62.7237026153
 133.9866032396  -31.7238684654
 148.2998297874   42.6421791357
 216.9729757526   50.9865446434
 241.0350166864  -32.1376685243
 301.1839904521  -35.2475047912
 278.9620129336  -75.0656339369
 143.5810924774   10.7375121766
 285.6792547898   47.1659602780
 321.0236410652   38.5665996147
  93.5145554616   50.8659841222
 355.4845637973   34.6329221830
 306.4879726064  -15.6474519344
 263.0676761329   53.7226053272
 127.6789382799  -55.0718695629
 317.4191026802   21.8204043867
 311.7741190093  -13.8692123918
 343.4809021348   30.1978300067
 359.3987926555   27.0880302460
   5.2633470359   61.7346293551
 112.4706710009  -10.0993122025
 357.6709000027  -13.9619491970
  53.0089997158  -16.4615600713
  59.8033996103  -38.0297359066
 272.3625505144  -16.5984735392
  24.4983251331  -42.9728468759
 253.1897055049  -27.6613244769
 168.3243052377  -49.7829462296
   3.0781576523  -72.3079429360
 278.6864138445   54.8019998115
 285.5446293808   45.4715724080
  53.0954044873   25.9095107707
   7.9424920120  -51.3903155200
 273.5711875681  -25.3026101814
  80.1206207936  -41.1786975531
  95.1287003279  -78.6719043037
 163.7699754077   39.5134217903
  89.1025901102   39.6314904369
 203.8933016502  -22.7639639134
 303.6118397790  -70.5030318210
 135.5289968240  -15.3674740496
 155.1353802230  -37.2394457408
 299.0882832301   -3.3951861814
 132.6995401710   52.8801009354
  13.9753946253  -13.8278404239
 198.9296076381  -50.3552512430
 161.7901715170   11.9935161937
 260.4474928554   -4.2098519930
 135.6510688458  -14.2166136029
 301.6840462825  -53.1762556464
 168.2349803692   54.8455872919
 202.0390967440   50.5970638274
 237.2572556532  -29.5957029778
 165.9115252596  -65.1909651560
 224.1036288305   50.4735920487
  79.4931664139  -43.1633179432
 263.2597654767   14.1310263541
 136.7004798388   18.8951901809
  69.4899915551    2.1261318286
  96.8125989509   30.9439970821
  89.1487214754  -13.7714722223
  54.0165965496   26.4366094905
 276.1820854688  -72.4299912473
  91.1873684160   23.3864765353
  45.4206576783  -36.2602807304
 238.6453328567  -36.0602303066
 147.6403080161   66.0369457070
 239.7557037695    0.0292876209
 236.6576989843  -45.0345876931
 109.1750207111   24.7018380689
  71.8528873250  -11.2868271463
  79.2395064360   10.2697088196
  42.5622564356   -4.1087443501
  12.7215218451    9.1837551709
  11.7668603078  -64.3376938872
  82.6136235737  -44.9323193884
  81.5903544824   -4.9017742012
 224.4459971762   31.3167605924
 320.7230810651   13.2476452808
 280.1935420858   25.7108955889
 258.9406767932  -27.2815697171
 111.2106861472  -19.5066935975
 130.1010741535   -8.3790262215
  69.4285147497   63.2615437865
 336.0917463495  -22.0421713341
 201.6306945950   24.4452361019
 292.9461950824  -68.2653870973
 125.0448815842  -18.5035680903
 287.7421870237   61.3295576542
  36.8358387607    0.3131550442
 255.8154225714   18.9641882929
 329.5750605167  -25.3973679125
 288.8565038278   38.0518446698
 116.5391997180   66.9710621226
  91.2321845052   -6.9863894629
 177.5657189774  -27.8240646647
 148.2459058544    5.4376062937
 152.2209038288   42.2620387677
  26.3882441334  -63.8700556221
 216.4269411294  -42.4383955691
 267.7212798494  -66.1666658626
 284.6672502187  -81.6669638700
 136.7466878141  -13.8186627125
 287.1849020709   72.5450984917
 169.2510082091  -41.2345127271
 259.1752040572   22.2854951014
  67.4484809847    6.0517728758
 155.8646500959  -24.1340670965
 295.4608153024  -54.2682890496
 295.6784435977  -77.7320148042
  67.6075720193   -4.2469795613
   6.5191562314   66.4771670462
 252.6588043113    9.0973557514
 124.4772845449  -23.6513602504
 150.3624986039    7.7909165800
 275.9646336876   18.5871576807
 346.0109461778   13.0036205531
 320.6777785083   -1.8111193865
  48.7894743641  -76.2832426817
 286.3586059808  -38.3485081261
 245.2320899120   51.7132518663
 190.1736058638   -5.3932131444
 311.0037156496  -27.6800454091
 270.5845038680   11.3152885021
  32.8971831587    5.5831251073
 117.4683699609   63.3981838032
 147.4874569453   65.5227908873
 359.7067113595   10.4080744026
 214.3442064964  -40.9395842029
 244.9442275839  -28.4481534463
 131.7727495217  -69.3132170747
 142.1198158963   -6.8587725446
 170.5391515380  -48.5073739574
 208.5903423470   17.5025186618
  50.8389384520  -84.3088406919
 359.1475651609  -21.5731909146
 181.9945570527  -13.4275857111
 176.8693156954  -22.9485985805
  66.7424636777  -22.9189622224
 106.0906684628  -27.5336134586
 287.2143005579   55.6462466447
 105.5490938206  -14.4946559178
 250.2541779778  -14.6899413707
  97.5867681207    7.8719267249
 327.7216655548  -45.3121389821
 105.1410135837   81.0676310056
 319.6702518017  -12.3248057430
 340.2389726614   32.5224224975
  60.4412448982  -48.4570637066
 129.0053336301  -54.2659316406
 244.8118808985  -27.4173254101
 331.1060106085   18.7010705916
  51.6148602226  -20.7493031393
  36.1792810263  -79.3831260074
 147.6541979515  -38.4038413088
 350.3697305379  -37.9440724137
  14.3400269296  -28.6263663685
  66.7909915260  -29.1006431706
 218.6527251195   38.1424184402
  30.5884154214   49.7059148242
 113.1458882045   16.9054193305
 219.0607299804   16.6312081631
  72.0312451820  -42.3928974701
 248.4643664611    4.8326836230
  87.4942482045  -13.9470543923
 244.4276173242   28.1515055631
 174.2655530958   50.3999591582
  93.3326352847  -35.0548224233
 101.2972156927  -28.9755517291
 325.3582542380   12.8631355399
  98.6713491539   -1.7497090124
 302.1122503916  -14.5225499584
  70.2259340534  -30.4043254463
 118.4673514358  -21.7738700058
 340.2468431027   47.1628542006
 181.5527170572   39.2165586370
 144.6025048692   -4.6439802749
   9.0517329333   47.5295963908
 223.4352038489   51.0942549843
 124.2422595137   35.4634594411
  99.3012149791  -46.9318180678
  22.4018966126    9.0068984396
 120.1358866623  -58.6495577955
  23.6963565547   18.7163210354
   0.7368468080   -7.2493901058
  14.1385208426  -23.9399218871
 124.9983529185   -3.7282261409
  32.0589687274   69.5260541510
 186.6882644955   24.1631774759
  77.7772645117  -70.0400741262
 356.3911359950   63.0125340707
  95.2309452361   48.7658571254
 243.9278033042  -49.2673729797
 188.8064239524   -2.0098184800
 158.0587752940  -72.3355611643
 237.7606206944   45.7047682508
  48.1076363018  -47.4151337086
 282.9857838644    0.1086246026
  49.1466733364  -28.6815042727
 226.9233229747  -54.5270312702
  76.5043427707  -39.7805038287
   7.7921221651  -24.2095078246
 225.2421784314   43.3124547314
 230.5705650670    8.5536619362
 230.5522341832    9.4390815602
 310.5385038982  -21.9686592064
 120.3398417076   59.9645267760
 147.3383472637  -12.6815343221
 218.8823518394  -47.3059567605
 338.1433472078   37.9856303515
  53.7939500326   54.1167863579
  65.6286245857   -1.9188914524
  55.4920372645  -66.8461109930
 256.2419209440   44.5041665628
 333.4303919107   -1.5313491654
 151.5730867801  -19.2776082310
 195.5692248594  -35.1705588290
 115.4365137987   -3.8199605309
  56.8397707422   57.8054673322
 252.8409798390   52.5266507458
 262.2120585374   -7.5841762192
 345.4064926708   76.9066757673
 132.5101069159   48.0483651879
 257.3902872880    4.1067869379
 354.3515463279   21.0494500853
  42.2833729181  -86.6692646599
 272.1241161978  -35.4034408684
  56.3039492065  -44.1742873173
 293.3191075875    9.4992499815
 198.9141540397   39.9503482322
 208.8693990695   34.9251444152
 336.3754707325    1.7356740646
 155.6060500838   46.4403987641
 175.4397208734   15.2201175778
 239.6233037892   62.3155381436
 225.9517539225  -52.4459900508
  46.8654927539  -72.2811462633
 126.8998516674  -35.1143536272
 229.1056217731   79.3139075944
 329.9569851785  -58.8615269546
  32.1865373563   10.8328856169
  24.8385359396   42.8503988352
 148.4233556769  -41.3034616362
  77.0070982441   -3.5699923632
 186.4567739908   10.1368558364
 200.4442898758   11.4587299688
 169.8273376526   53.6484109822
  77.2655849813  -35.2882414152
  85.2187647319   50.6496466329
  77.3462735474    8.1245794836
 235.4507464843   10.5980620437
 304.6697715385   69.3081277704
 334.4192603069   37.7608810544
 286.9105249844  -64.6332132712
 244.4833680763   14.0149869379
  70.8742620154   85.0524804612
 266.6888517135   50.0574313231
 250.2633461771    4.0155738217
 137.1995794957  -65.0016671166
 305.5078842609   24.9592377005
 189.5041606875   27.5992771717
 320.6036681415  -53.8977305563
 294.4379889464  -52.0323517412
  82.1430890348  -60.9050609547
 294.7187778542  -14.5826809944
  49.4011508241  -37.0376908473
 173.0550050169  -12.5406787972
  53.2270514612  -53.0057093474
 160.8933933812  -58.5742654247
 239.0188932205  -19.4440463948
 283.2112559417  -36.4899531282
 237.9005804185   42.1776785029
 255.0538176149  -59.0410290664
 318.8858969040  -34.8714662059
  50.0589735445   54.6172139567
  52.3703943081   27.2051096078
 117.0336028636  -53.7884444568
  10.8429460743   -9.5063565610
 246.8810852555  -15.8263348544
 274.9207350717   42.9716789743
 125.0557508769   53.6632753212
 221.3137544746   46.1582652008
 344.3389817972  -47.7300683198
 104.7120220650  -64.8200918286
 246.5650491674    0.3512927081
  14.5378176469   18.3052831852
  21.9405198097  -37.2659954780
 292.3355283589  -38.9977446365
 156.5236584054    9.6866871422
 140.6066331080  -30.1588735044
 118.6100628107  -41.6456306611
 164.1004044129   12.4019185231
 299.9583502294  -28.0977216633
 167.3391859253   44.0145069258
 150.8710916919   48.6341926783
 204.8846471928    9.0502157969
 265.3221391199  -19.3375590341
  19.2802346894  -44.3661988896
 224.1212215298   16.3281090200
 222.8552192077  -24.1723423093
 359.7589460670   39.7599029820
 216.2323476380  -45.3423961685
  13.8101777531   13.1425353804
 210.1103952707  -40.0418973136
 160.8617400164  -43.4561293870
 126.2211787416   65.2207195949
 335.5575129999   48.3781037278
  95.6327127874  -12.4281610044
 100.6370434098   -2.0247207859
 181.1203776671  -36.6633718099
 232.3915139601   39.5019089822
 348.7144082261  -44.4057147810
  12.3017249684  -24.1498613992
 151.7155247034   -1.6739617281
 211.0650652839  -30.7464297797
 262.8674560458   19.0130348789
  62.5656910982   -5.1895405586
 183.1394205162  -39.6466247616
 179.4625944071  -31.9600067105
 320.1132052035  -74.7803099983
 137.2042159992  -22.6654297298
 237.9565737723   -8.0683112397
  16.4113858205  -68.3848142178
 269.9023671108   20.2131406301
 132.0329408608   23.5574791540
 340.6521881714    1.3842331716
 124.4418770557  -19.4848322485
 245.5952232073    7.7201290825
 296.1039780581  -26.5283916272
 174.4086359515    4.4300158182
 353.6400784553  -37.9783272527
 216.6341291241  -30.3124687613
 271.8386759129  -74.2508355740
 245.7487057194   -8.1670016542
 334.9317784898  -40.1047604938
 341.3526764959   38.6334468187
 355.7958266372  -11.1169367051
  44.7886438459   -3.9358666611
 350.9243937673  -15.0839741700
  81.7545883679   16.7167899731
  66.2476250097   19.7776205898
 182.6812194136   21.2757632640
 190.4134935876   55.5176198817
 101.5460313111  -57.9753369321
 111.1868345258  -33.0883375153
 110.6322775991   47.7615543335
  95.0821096130   32.6331114412
 212.6259915539  -67.4574071775
  77.5710668498   -9.0508362637
 144.2490461631  -11.0008286411
 103.6776655445  -58.1692836209
  62.2109331429  -47.5133121467
  80.7426007816  -24.6838313756
 355.2510629043  -42.1528373956
 155.4940664827   47.5627554595
 297.4358600465  -16.3082441286
 205.4028440888  -26.7299740216
 233.7912762887  -48.0770927074
 262.2247127954   30.0415227964
 140.2566745147  -11.1120819031
 140.5910759578   48.7365332888
 308.9926527013   41.9872917357
 291.1065839474   28.3236863132
 300.7493659511   44.3626677083
  66.9644815429   15.3239606322
 129.3375342723  -67.5596423241
 172.8147696035   60.7942187669
 347.1483965187    2.4864535184
 202.1257523378  -13.8473573154
 297.2471992018   -3.3179028970
  26.7585444159   -0.2721794231
 198.4498562682  -23.5236149842
 196.5616111190  -34.7376926594
 325.3121164549   -2.6857125538
 132.7940491863  -63.9340138775
 323.7624755754   -5.5535339464
  50.2430222224  -50.1543919260
  34.9352647092   38.1072836250
 349.6942331136  -13.2254161932
 338.4459078440  -26.4288095166
 211.9309438194  -48.5711384022
  18.2351284411  -62.8229520381
  17.4575155699  -27.2217762747
 116.2955514474  -17.6017634121
 134.1985543314   65.4405999231
 274.5942430570   26.9328953316
 308.4146749046  -52.3944767812
 195.7985548926  -11.4854610081
 117.9568561998  -82.9158400941
 145.3663913859   28.9860067619
  38.4802457573   63.9265948117
  48.8178857034   -9.1426965027
 267.3295066759  -53.0546619779
 314.7420690674  -32.9834248482
  92.5151980874   16.1423191295
 246.5411165356   55.0491952204
 128.6151444349    6.5337069674
   1.5279646221  -14.6500541552
 273.6380138460   42.3655329042
 148.3415359484   24.6444012317
 120.9224963128  -79.9457409940
  99.4026748408   10.8175499929
 212.7521669419   30.1114137270
 117.6394929805  -78.6899236883
 336.5117843706  -41.8920521723
  33.8241989651   29.5614645359
 317.5357004446   45.2926997488
 204.0010090204   53.7428151131
  21.6844739644  -17.4685485713
 314.1827155112  -41.1516866726
  79.9737240184   50.4503337196
 287.3201170328   34.4903460214
 287.9748807721  -12.7499829857
   9.8531679397  -55.1658558675
 224.8482322214  -53.3448954150
 217.1923479435   43.9920993374
  27.4316840468   32.3140707071
 278.0965108183   59.7942064312
  50.8654291601   21.9884391343
 166.3294982683  -33.9453851196
  34.7029867531  -67.6020320415
 204.3492493795  -53.4146907783
 144.8433969155  -38.6295095394
 210.5651022529   14.7518101264
 269.0808179418   33.8986192285
 319.8171701393   47.6227065059
 136.4398067870  -68.9266153628
 104.9125328163  -45.7210185423
 182.7105422680   24.2438431605
 191.1580392307  -14.3608208450
  37.4336726940  -35.8308383401
  15.9104041974   -9.0227350937
 223.3393128252   18.0702443181
 295.7828154081   53.8244240739
  19.2478764957  -35.2663952999
 286.4956858907  -26.7820530296
  87.1709156505   22.7605827397
 288.1662050607  -60.5871773509
 106.4552064236   42.9120966806
 167.5527732998   22.6762479739
 335.1710563664   -1.8613255155
 326.9243787379   19.0714863665
  46.6067468552  -66.9228107110
 189.8894335967  -60.8099913150
 222.3493788523   25.6755594843
 224.2582864058   10.9181104581
 232.1991526338   -2.8961165300
 118.9183766355   -2.6113749879
  39.3850759886   80.5593251223
 205.2940356821   70.5800725815
 108.0792752809   -0.5775755204
  67.8908916623   77.0214438590
 202.6906416875   18.9729540226
 218.8939049642  -53.4896051530
  15.7039648841  -18.6825442984
 354.0984564671    7.7414189623
  36.7063257669   -1.8589542967
 145.4162603834   23.0477784274
 239.0196090044   13.8837190699
  70.1015860960   34.7261873133
  86.3313334524   13.9552054503
 223.5636380784  -35.4176070186
 287.0215291582   23.5777025721
 195.4146294463  -10.3223847215
  70.3842707769   22.0401823348
 281.7569541962   22.6251582906
 292.5219559169    0.4602341547
 255.2839350778    0.9719649312
 339.2198387994    2.7958844530
 307.5579392884   62.0784427928
 346.2814150105   27.9494216301
 166.6455231118  -14.0961464166
 173.9531680431    9.5386115494
 210.4978087872    3.9639461069
 338.4942781086   10.4527594478
 133.3993360322   -4.9843910700
 214.7233901505   -1.0676322472
 220.2124305050  -14.5899091605
 200.9626124326  -11.0309323048
  42.0313236831   -1.7587693066
 144.3801145914    9.8858163972
  79.1006186522   -0.3509039325
 282.9083111121  -40.5485393877
 274.6401448773   41.4512550749
  62.2256204984  -20.1006829234
 260.0668399247   23.6399403046
 332.1797161315   -9.8947564161
 170.7100846230  -17.7558349616
 327.8694670276  -45.4230480260
 156.3890680639   76.2731258290
  23.1287698070  -28.3963516253
 130.7402406713  -64.6647543965
  67.6409046330  -17.2464609451
  52.7713580769   -3.2066425439
  75.4461461068  -19.9303365321
 315.8250877664  -42.4976110534
 293.8247076271   16.7239965804
 226.7021382342   -5.5855340192
 343.4411400215   66.3607861983
  42.1685390603   14.5085532156
 216.2552120428   25.2417216339
 118.4496790266   42.4759961904
 294.9280993634  -36.0003055873
 236.8140781127  -16.4355801600
 151.5884604055  -38.0951450065
 257.0562113222  -18.8852313259
  76.8305705168    6.8803902796
   5.4180088411    2.5433211708
 100.3751661481    9.8437583852
 215.9163730154  -20.7282636692
 165.1490057408    8.7664738554
 254.9776975136  -39.4309686745
  58.4255252496   42.2867822736
 337.8372610252   -4.1050440115
 343.2823075508  -26.3068949087
 352.4324079725   15.4970917980
  20.6329978932  -43.7734948044
 265.9515996712   11.9735004140
 215.6715727166   25.4348633171
  31.4278393619  -17.2635843071
 355.5295137509   19.6559014884
 196.9137460716  -19.1982325637
 242.1026969272  -14.7370650007
 260.4812256738   30.2789064584
 204.1319476592   44.9964229521
 189.2696691349   17.5801415486
  53.7369279937  -25.3645076892
  85.1508714493   68.6581923803
 144.4075234185  -36.3046061173
  23.6345705960   52.1088535676
 272.3509042868   -5.5796945816
 122.4588057255   49.1772845075
 355.6542091136  -30.0992273405
 320.2096784117   79.4306205465
 337.2078614989  -14.1001147290
 265.5505679005   22.4740408790
   9.1319327930  -57.6720534533
 137.5962153877  -71.8024055017
   3.1533895130  -14.7991095610
  22.9284471313  -38.0356627436
 244.5663530883  -20.4820455460
 354.5677224428   23.4318564188
 239.3299496666   26.6724308202
 148.8884193248  -32.6478374408
  14.1917546207  -11.8222931481
 321.1988096785  -31.0998105434
 253.8993319297   19.8593249714
 171.7592392752    6.0831205208
  76.8071832265   32.4428698814
  28.8498742595  -22.0620527895
 242.0090430168   50.3827242165
 357.4710937985  -39.8429695002
 213.0739506369   15.7441231859
 301.8718410325   11.1303702308
  54.4724618072  -10.2716133203
 314.4882573674  -55.1736736929
 195.4873958959   -9.5126194581
 353.5970947472   76.5929976189
 264.0094779625  -36.1822706479
  33.0464947197  -49.3305163761
 104.4369999414   24.6177016848
  97.7031230106   -9.5149962270
  25.0293737930  -22.8965232194
 243.7251237898  -60.4015272430
  80.4654387327  -36.8402023503
 197.9413393877   25.8441087240
 276.4932805641    5.4721483696
  76.1184052606  -63.4586293688
 104.7832348578   -4.1942488741
 127.6728136831   -0.7268352302
 343.6010871834  -33.4932220330
 236.8822009002  -35.0964106231
 341.5828862409   24.0884497307
  34.2171510764    5.1902174591
  94.7064840690  -22.9425523011
  97.0716613784   43.0305191940
 299.9823595153   -2.0955915192
 292.3768969084   56.5790609705
 104.7682686154   51.6551154979
 233.1240679421  -30.2540645356
 150.8791986966   16.0870626437
  26.2130724979    9.4594184887
 265.1749328731  -29.1703805512
 210.2002957177   37.4370054436
 123.7525580581  -53.3731354855
  92.5326615363  -46.3944805188
 104.0434218780   54.0085547216
 276.4820503373    4.0436534550
 152.0682827557   19.2647961993
 103.1346551765   22.2708007586
  95.0735674704  -65.4953240948
  98.8766365656   32.3166588328
 302.7741629835   35.4234651431
  60.0562579240   56.4984340600
  90.1292043070   -3.8093113720
 212.1094727945  -65.1176836206
 350.4794955592  -12.1659442880
   0.8453152548   13.5364337532
  85.7685657166   -0.6871258157
 260.8522343478  -10.8902028250
  89.9575181888  -50.4562034069
 329.8297657518  -25.8267701865
 182.3459544371   76.2306475403
 180.2717658322   14.6229789060
 255.5628193021  -39.8893508809
 229.5773217627  -24.7497871377
 101.9515157937  -41.7402280284
   2.8626422396   50.3948972372
 213.7060996955   57.2497588363
 302.2542175949   28.7767939246
 174.4946239518   56.2647775723
 281.0016860698   63.7994475439
 147.8140436230   21.6636204924
 135.7449576444   60.8981010969
 322.8902305039   28.3215348647
 322.2361455312   17.9601324224
 258.5991432891  -23.8848702927
 102.0572233358  -29.0251753172
 121.6112649671   25.4315309353
 101.7809688094   41.4521425349
 280.0410068268    4.4938094021
   1.0041340440   13.6292381877
  30.3308692875  -73.8822716395
 158.1782542830   34.5585875695
  89.5330599416   37.1123966112
 325.5438430306   24.0711999712
 316.2926457442  -44.1366779781
 257.0885023844  -38.7388461473
  85.0753715755   36.7817987318
 332.5369401272   29.6417542771
 348.4060759403  -16.5687810884
 208.0154369713   75.1423876344
  96.1930446230    3.4043985585
 107.6173873947   14.7460747764
 224.2598544673  -48.1341198261
 280.0471827410  -11.6148384923
 151.0794633240  -42.4731810288
 235.6816795443  -39.4243888870
 151.9559527230  -35.6038513564
 126.0643563301  -20.3551835664
 224.1958446315   -8.5884112778
 291.9271339137   58.8738248441
 177.1007606931  -12.2863780902
  18.4012444241   45.7811574069
 173.1706557829   75.1929033110
 181.0281921003    3.9580044868
 156.5840516077   31.2455038646
 134.7822077244  -16.0881729034
 279.0619011438  -50.5749372686
  35.4211029504  -11.8082467115
   5.2824682244   19.3083241587
 281.0386790073    4.9641453616
 306.6409731051   32.8730355429
  79.4077150848   60.4671816236
 225.3219620759   53.7978356521
  22.3925672045   66.3473416495
  84.9251186650   58.0870234933
 164.9577860479  -48.3064510473
 238.5813303010   70.1684863359
  78.0161442595  -46.2189402228
 168.5118039493   28.1041690569
 351.5437557128   -0.8295226379
 184.0664555315   19.8738030365
 168.6899955609  -57.2457193005
 238.7471469965  -60.4329829705
 187.0616172444   60.5656029005
  92.0423473325  -13.3398637053
 294.7730125074  -79.0328735550
  46.0275526599  -56.7574082033
  61.3108678716  -11.9703433147
  62.3825597381  -12.5540535055
 137.1161415523  -53.7116606757
  36.2768896344  -64.4349934196
 139.9743384555  -58.1252135676
 291.1213266828   36.5602904352
 126.6207162605   21.9854668622
 314.9735781990   18.9573158000
 344.5117168943  -20.7793832367
 301.3004201454   -0.3844673497
  40.8747204731  -28.4705298780
 201.8198861334   -4.1164486499
  38.4255783302   -9.3742434727
 314.8030099342   33.5493807497
 125.4900910234  -29.4111239598
 322.5874007423   16.6168358925
  43.9733056607   24.7307855091
 229.1643420499   39.6487618580
 313.5618925777   24.8369913924
 359.7430590973    3.7889298747
 109.1077778503  -10.5562565055
   9.7274041296   10.3036998203
 197.2141240465  -29.6020967468
  62.7621803563  -53.4666653541
 211.8491291055   28.6385749469
   1.2066037010  -26.7135013946
 100.9088443255   -4.4054600704
 272.7304675019  -29.3481579565
 313.1769581297  -22.3840821533
 181.3091221893  -14.0144541181
 173.4959482823   21.3189969787
  16.5139202209   25.3751452651
 271.1526220066   79.5071526166
 298.3844840247  -46.3812714497
 311.1370504544    1.3872650590
 296.9523618111  -11.1837250726
 179.1948968603   80.3492167052
   2.5201801862  -19.8300161766
 122.1181220840   16.9441133410
 265.7437567164  -12.1697114103
 327.3295659333   29.9534366022
 105.1632622712    4.5361889876
  66.4062130535   33.2115232970
 317.4181812284  -54.3497538931
 137.5135338920   30.6895504050
 221.2555698567  -45.6645593946
 214.4025572077   39.9042266856
 115.2589753173   62.9129441960
 229.9497078642   39.7148820311
 160.8304469295   13.6733481101
 250.9813518315   33.8209783643
  57.6893405822   -7.8607770812
  70.1267668912  -59.1823122424
 173.1312954691   46.5775630146
 179.3821854770   -5.8385144109
 275.9080820752    7.1198561686
  68.9209011778  -26.9071796604
 356.5166887794  -57.3485344737
 116.4764843107   -2.0469054688
 303.7013935566  -43.5204549413
 293.4893416927  -57.6925780593
 325.7803715378   19.3703328245
 265.3994004690  -30.0373588622
 113.1975434638   32.1080344519
   9.2871412122   -8.4001581390
 201.9723740778  -37.3158148426
 343.8421582269   46.3254826603
  55.5186274289    0.8960815569
 272.1357513238   -1.6971199562
  14.5057265559  -75.0929742214
